locus,sample_1,sample_2,status,value_1,value_2,log2(fold_change),test_stat,p_value,q_value,significant
X:99883666-99894988,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,17.5024,15.6635,-0.160154,-0.247785,0.52745,0.999983,no
X:99839798-99854882,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,0.488967,0.554058,0.180302,0.104656,0.78595,0.999983,no
20:49505584-49575092,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,17.0294,19.2613,0.177677,0.119721,0.7618,0.999983,no
1:169631244-169863408,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,4.45457,4.6129,0.0503903,0.0344838,0.937,0.999983,no
1:169631244-169863408,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,1.70292,1.49305,-0.189748,-0.0688658,0.77505,0.999983,no
1:27938574-27961788,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,4.77704,7.43474,0.638165,0.710785,0.0735,0.999983,no
1:196621007-196716634,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,265.429,220.375,-0.268365,-0.324857,0.3822,0.999983,no
6:143771943-143832827,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,35.3158,32.1407,-0.135916,-0.194245,0.64395,0.999983,no
6:53362138-53481969,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,17.4104,14.6826,-0.245842,-0.231532,0.4539,0.999983,no
6:40994771-41067715,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,4.68565,4.40907,-0.0877749,-0.0797917,0.8506,0.999983,no
1:24634045-24799466,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,3.35444,2.56467,-0.3873,-0.19792,0.6041,0.999983,no
1:24634045-24799466,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,7.41712,7.48532,0.0132065,0.0153061,0.96855,0.999983,no
X:64732461-64754655,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,9.077,9.08293,0.000942041,0.00106751,0.99795,0.999983,no
6:46097729-46114436,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,19.5332,21.5767,0.143548,0.2273,0.57855,0.999983,no
3:49977439-50226508,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,5.6268,6.86968,0.287929,0.12579,0.69055,0.999983,no
7:117105837-117514193,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,NOTEST,0.0552076,0.0703908,0.350519,0,1,1,no
7:91875547-92030698,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,38.7523,33.9307,-0.191691,-0.157371,0.7079,0.999983,no
7:91741464-91810039,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,44.2075,50.1904,0.18312,0.25514,0.4974,0.999983,no
7:91828282-91875480,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,16.899,19.415,0.200238,0.217995,0.44895,0.999983,no
12:1021242-1605099,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,3.46537,3.60275,0.0560872,0.0136452,0.90545,0.999983,no
7:98836416-98908753,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,0.0275366,0.16072,2.54512,0.661138,0.0015,0.125388,no
11:64037301-64056972,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,39.0047,35.6244,-0.130782,-0.168558,0.6582,0.999983,no
4:17578814-17616194,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,59.2619,77.91,0.394704,0.583399,0.1319,0.999983,no
X:2609219-2659350,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,3.94074,3.39072,-0.216876,-0.19425,0.6554,0.999983,no
4:11394773-11431389,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,1.04916,0.722486,-0.538194,-0.212031,0.38265,0.999983,no
7:150521714-150558592,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,NOTEST,0.066529,0.0538191,-0.305866,0,1,1,no
7:120965420-120981158,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,0.117751,0.119898,0.0260619,0.0142191,0.96825,0.999983,no
7:43152197-43605600,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,0.174462,0.128096,-0.44569,-0.135851,0.4357,0.999983,no
7:1855428-2272878,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,7.09944,8.60948,0.27822,0.220113,0.44315,0.999983,no
17:37026111-37078023,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,23.3455,22.0625,-0.0815494,-0.13467,0.74125,0.999983,no
17:46180718-46200436,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,8.70683,8.63845,-0.0113753,-0.0141371,0.96925,0.999983,no
7:150488372-150502208,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,78.7377,43.5318,-0.854985,-0.823959,0.0396,0.793591,no
12:9066491-9102551,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,55.9664,59.6736,0.0925321,0.101431,0.79295,0.999983,no
X:117031775-117251303,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,5.13224,3.88918,-0.400121,-0.427752,0.24495,0.999983,no
2:72356366-72375167,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,6.49832,2.96861,-1.13028,-1.1426,0.0004,0.0485588,yes
7:8152813-8384146,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,3.60411,4.00238,0.151217,0.11789,0.7352,0.999983,no
16:90071272-90114181,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,1.09912,0.883366,-0.315263,-0.133149,0.8097,0.999983,no
2:202565276-202645912,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,7.06047,7.33508,0.0550499,0.0571941,0.8619,0.999983,no
2:202047603-202094129,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,2.80616,2.35269,-0.254289,-0.226669,0.4095,0.999983,no
2:201980826-202041410,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,48.4804,54.0563,0.157063,0.154517,0.61095,0.999983,no
2:187866602-188430487,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,32.4645,24.607,-0.399794,-0.309962,0.43155,0.999983,no
2:37394962-37551951,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,6.18236,7.42127,0.263508,0.0935863,0.7146,0.999983,no
3:49977439-50226508,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,33.0274,41.3166,0.323058,0.221059,0.3437,0.999983,no
8:17086736-17271037,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,1.08539,0.525281,-1.04706,-0.169431,0.1455,0.999983,no
8:17354596-17428082,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,55.7852,45.5843,-0.291344,-0.394691,0.3403,0.999983,no
7:127220671-127242198,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,36.6995,38.0181,0.0509285,0.0604958,0.8821,0.999983,no
17:26684603-26734215,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,2.24792,2.22734,-0.0132688,-0.00679835,0.9893,0.999983,no
17:26662627-26684545,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,20.0377,20.0875,0.00358779,0.00391656,0.993,0.999983,no
3:129274017-129325661,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,31.1175,31.7336,0.0282871,0.0256327,0.93785,0.999983,no
1:33452552-33546597,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,36.1907,35.7784,-0.0165315,-0.0183093,0.96655,0.999983,no
4:15779897-15854853,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,3.46526,4.90988,0.502725,0.464141,0.13895,0.999983,no
12:2904118-3050306,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,26.4892,23.8918,-0.14889,-0.155481,0.6871,0.999983,no
1:23345940-23504301,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,19.8941,17.8131,-0.159406,-0.17057,0.6604,0.999983,no
3:49977439-50226508,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,12.8383,18.5665,0.532247,0.357382,0.22945,0.999983,no
17:3763608-3798185,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,1.24291,1.54623,0.315033,0.321656,0.47965,0.999983,no
12:21590548-21654603,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,21.4902,22.1933,0.0464456,0.0513571,0.8561,0.999983,no
7:92861652-92988338,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,9.17967,7.57291,-0.277594,-0.268893,0.3098,0.999983,no
19:36245466-36248980,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,1.88115,1.54055,-0.288173,-0.252241,0.522,0.999983,no
19:36265433-36279724,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,0.424283,0.527788,0.31493,0.138933,0.5216,0.999983,no
16:23592322-23607677,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,50.9115,41.2655,-0.303055,-0.461869,0.25545,0.999983,no
7:95212810-95225803,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,153.015,95.0612,-0.686748,-0.714762,0.0739,0.999983,no
6:110745889-110797844,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,0.656879,0.564552,-0.218521,-0.121079,0.7651,0.999983,no
3:50378536-50384283,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,0.38017,0.29985,-0.342404,-0.196457,0.5559,0.999983,no
7:20654829-20816658,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,20.2088,28.7346,0.507807,0.449482,0.21515,0.999983,no
X:25021810-25034065,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,NOTEST,0.0752475,0.0513238,-0.552016,0,1,1,no
7:95749531-95951459,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,16.5012,16.2785,-0.0196006,-0.0144655,0.94955,0.999983,no
7:116592499-116870157,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,8.02734,6.71142,-0.258304,-0.202058,0.5335,0.999983,no
17:45195068-45266788,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,29.9437,27.5993,-0.11762,-0.109295,0.66845,0.999983,no
17:42325752-42355825,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,3.05313,0.912423,-1.74252,-0.901147,0.0047,0.262223,no
7:93053798-93204042,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,0.175043,0.162577,-0.106589,-0.061772,0.8927,0.999983,no
X:11129420-11683821,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,10.1919,9.49343,-0.102427,-0.062899,0.88915,0.999983,no
17:7128659-7137864,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,9.48705,12.4182,0.388425,0.474926,0.1538,0.999983,no
16:2902727-2909727,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,NOTEST,0.0166169,0.0703262,2.08141,0,1,1,no
19:18942746-18979045,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,16.935,18.9827,0.164672,0.193335,0.48225,0.999983,no
7:26706680-27034858,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,5.99756,3.98872,-0.588451,-0.49607,0.1036,0.999983,no
X:118599996-118605282,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,84.5748,87.3646,0.0468208,0.0785374,0.84695,0.999983,no
4:110481360-110624739,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,5.83187,5.96548,0.0326783,0.0300098,0.93355,0.999983,no
7:27221128-27233067,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,NOTEST,0.0065611,0.0254135,1.95358,0,1,1,no
7:102105375-102119354,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,13.5964,13.8467,0.0263225,0.0277461,0.94505,0.999983,no
17:5185557-5372380,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,2.61899,2.7871,0.0897583,0.0311381,0.9174,0.999983,no
17:41717755-41739322,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,1.23087,1.15849,-0.0874263,-0.0792828,0.8408,0.999983,no
7:11221358-11871824,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,3.0903,3.619,0.227845,0.0962254,0.57925,0.999983,no
17:33254877-33332083,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,6.87045,6.79584,-0.0157536,-0.0142225,0.95935,0.999983,no
12:48057069-48099844,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,7.59522,6.71456,-0.1778,-0.194563,0.56355,0.999983,no
16:20621564-20936328,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,3.23991,2.54219,-0.349883,-0.072467,0.62645,0.999983,no
16:20621564-20936328,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,1.32753,1.37593,0.0516551,0.00887857,0.93465,0.999983,no
16:57462080-57521239,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,14.3669,13.9465,-0.0428505,-0.0284176,0.9536,0.999983,no
19:2321515-2355099,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,5.5415,9.30067,0.747059,0.663084,0.0313,0.72987,no
9:35104108-35116338,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,4.08958,5.81321,0.507384,0.640182,0.1304,0.999983,no
17:46103532-46115392,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,41.4499,50.7049,0.290756,0.381933,0.3802,0.999983,no
7:106685093-106802256,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,8.3846,8.12827,-0.0447947,-0.0546393,0.87775,0.999983,no
X:11776277-11793870,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,6.03238,5.83997,-0.0467674,-0.0496582,0.87165,0.999983,no
16:3775054-3930727,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,7.08178,6.26952,-0.175757,-0.120823,0.5219,0.999983,no
17:56378591-56494956,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,3.34663,5.78425,0.789423,0.369889,0.10795,0.999983,no
17:56347216-56358296,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,1.12099,0.80349,-0.480428,-0.392026,0.26675,0.999983,no
7:94926987-95025680,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,7.27513,2.39199,-1.60476,-0.890279,0.10955,0.999983,no
2:75873908-75938115,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,8.15207,8.94965,0.134665,0.0766333,0.834,0.999983,no
2:74648804-74652882,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,5.33685,4.01032,-0.412271,-0.44554,0.2422,0.999983,no
7:86974996-87029111,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,6.62398,5.81155,-0.188777,-0.203031,0.5066,0.999983,no
7:87031012-87109751,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,0.310054,0.383629,0.307193,0.152277,0.5656,0.999983,no
7:104653871-105039755,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,22.6786,19.7677,-0.198184,-0.140624,0.65515,0.999983,no
7:75471919-75518244,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,53.3242,56.6582,0.0874947,0.140036,0.72455,0.999983,no
16:1031807-1036979,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,3.44794,2.8985,-0.250425,-0.308518,0.46965,0.999983,no
6:82879699-82957471,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,14.1982,14.0395,-0.0162149,-0.0256455,0.9495,0.999983,no
11:3357950-3400448,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,7.83748,7.07479,-0.147701,-0.156964,0.62325,0.999983,no
13:77618791-77901185,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,18.3223,18.5829,0.0203718,0.0132219,0.94205,0.999983,no
13:77564794-77601330,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,38.7784,31.1497,-0.316036,-0.363876,0.2882,0.999983,no
16:30483978-30534506,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,1.07889,1.52906,0.503098,0.324351,0.1422,0.999983,no
17:48172100-48207246,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,30.8349,22.4561,-0.45746,-0.509619,0.1654,0.999983,no
17:48133331-48167845,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,10.8741,8.56796,-0.343873,-0.391197,0.1592,0.999983,no
X:24164341-24234372,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,18.59,17.3865,-0.0965599,-0.0851957,0.73285,0.999983,no
X:119561681-119603220,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,106.373,99.1644,-0.101237,-0.14262,0.74255,0.999983,no
17:34900736-34946278,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,20.3664,22.9807,0.174235,0.242409,0.47355,0.999983,no
17:42449547-42466873,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,0.812068,0.616057,-0.398536,-0.155605,0.49485,0.999983,no
7:95107755-95169544,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,NOTEST,0.0986439,0.0931239,-0.0830784,0,1,1,no
16:19513010-19533467,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,34.7228,33.5827,-0.0481625,-0.0657014,0.87585,0.999983,no
19:18682539-18731849,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,21.1614,19.9381,-0.0859071,-0.0307722,0.88705,0.999983,no
19:18682539-18731849,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,9.544,3.94587,-1.27425,-0.202587,0.15535,0.999983,no
17:45884737-45899200,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,1.40073,1.92767,0.460674,0.358331,0.18325,0.999983,no
17:31254927-31272124,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,232.344,229.653,-0.0168098,-0.0208101,0.9618,0.999983,no
17:7184985-7197934,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,0.0632864,0.119876,0.921574,0.120129,0.26585,0.999983,no
17:39502343-39507064,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,NOTEST,0,0.00119482,inf,0,1,1,no
17:43268297-43394414,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,1.47029,2.18502,0.571539,0.369756,0.25665,0.999983,no
11:17414431-17498449,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,0.116195,0.126826,0.126308,0.038312,0.7413,0.999983,no
17:34391639-34399392,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,2.96115,9.85477,1.73466,1.30713,0.0139,0.486661,no
17:34400225-34417515,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,3.42478,16.8536,2.29897,1.96811,0.0001,0.0177632,yes
17:35874899-35969544,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,7.97425,7.51739,-0.0851176,-0.0893695,0.777,0.999983,no
16:24266873-24374122,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,NOTEST,0.0330171,0.00135585,-4.60594,0,1,1,no
11:60680637-60720002,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,38.9252,38.4623,-0.0172602,-0.0119681,0.97285,0.999983,no
17:33901813-34053436,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,29.7449,23.018,-0.369881,-0.480467,0.16935,0.999983,no
7:97361219-97369784,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,1.69976,3.63203,1.09544,0.825015,0.07985,0.999983,no
16:3313742-3368852,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,16.7636,18.0769,0.108816,0.106686,0.76055,0.999983,no
16:57406369-57418960,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,6.76622,5.55065,-0.285694,-0.340498,0.3629,0.999983,no
17:48609903-48633213,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,26.4848,29.7638,0.168395,0.243232,0.48225,0.999983,no
17:48633567-48709301,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,0.136005,0.119326,-0.188752,-0.124246,0.662,0.999983,no
16:3064712-3072384,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,11.2326,17.4507,0.635591,0.800105,0.0569,0.92069,no
7:96584452-96643377,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,NOTEST,0.0194535,0.0275193,0.500415,0,1,1,no
14:71189242-71276251,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,0.583778,0.593017,0.0226528,0.0165678,0.961,0.999983,no
7:39663081-39747723,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,7.78605,6.67547,-0.222023,-0.289919,0.4604,0.999983,no
7:97881690-98030380,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,2.01323,2.15582,0.0987191,0.0408435,0.92325,0.999983,no
7:139784545-139876835,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,5.66681,4.9164,-0.204935,-0.166917,0.5615,0.999983,no
7:13930852-14031050,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,2.8293,2.77991,-0.0254041,-0.0196645,0.94065,0.999983,no
7:141229002-141401953,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,7.45817,6.27542,-0.249109,-0.159235,0.71095,0.999983,no
11:67776047-67797928,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,7.89927,7.35936,-0.10214,-0.13999,0.73445,0.999983,no
1:55245384-55266940,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,0.191038,0.160682,-0.249649,-0.174565,0.6243,0.999983,no
7:77428121-77586818,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,5.54358,5.76075,0.055437,0.0496465,0.857,0.999983,no
7:75398850-75419214,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,108.219,95.9096,-0.174212,-0.257905,0.52635,0.999983,no
2:242295657-242449145,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,17.641,18.5466,0.0722207,0.0460378,0.8538,0.999983,no
11:17515441-17565963,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,1.08089,0.704828,-0.616882,-0.357238,0.2058,0.999983,no
7:30536236-30673649,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,14.1079,18.7981,0.414087,0.271584,0.52475,0.999983,no
7:87462882-87538856,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,2.19499,2.175,-0.013198,-0.00669292,0.98695,0.999983,no
19:3594503-3606838,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,0.612265,0.477553,-0.358497,-0.306384,0.4323,0.999983,no
7:112063022-112131117,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,14.6854,22.526,0.617204,0.728577,0.03355,0.749077,no
19:40194945-40200084,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,NOTEST,0.00286009,0.000593673,-2.26832,0,1,1,no
17:13972812-14111994,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,2.94461,2.54745,-0.209019,-0.162437,0.6798,0.999983,no
7:73868119-74016931,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,6.03534,6.88263,0.189526,0.185,0.62435,0.999983,no
19:39876491-39881835,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,15.5784,15.3929,-0.017283,-0.0261193,0.94555,0.999983,no
7:38762562-38971994,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,33.1253,35.8401,0.113643,0.102008,0.6981,0.999983,no
17:12569206-12894960,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,2.76721,2.98826,0.110874,0.0703251,0.81765,0.999983,no
17:12895707-12921504,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,13.1611,13.2886,0.0139129,0.0169146,0.95305,0.999983,no
7:12609750-12693228,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,2.9134,2.87126,-0.0210182,-0.0224214,0.95215,0.999983,no
X:2822010-2847392,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,9.76673,9.69111,-0.0112134,-0.0123574,0.96315,0.999983,no
X:7866287-7895780,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,8.62402,8.16198,-0.0794409,-0.0715424,0.8618,0.999983,no
17:10195136-10276447,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,0.0156267,0.21864,3.80647,1.9327,0.02605,0.665943,no
12:1797739-1897844,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,34.3233,36.1594,0.0751819,0.114525,0.77215,0.999983,no
5:133450401-133706738,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,4.18621,3.36801,-0.313749,-0.0432073,0.4299,0.999983,no
2:158733213-158992666,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,NOTEST,0.0198948,0.0238216,0.259878,0,1,1,no
16:2867163-2876305,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,0.119331,0.173345,0.538674,0.286067,0.31925,0.999983,no
19:45574757-45808541,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,6.30279,6.02675,-0.0646101,-0.0315095,0.8957,0.999983,no
4:15961865-16086001,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,4.92264,0.63551,-2.95345,-1.54569,5.00E-05,0.0107848,yes
19:18043824-18054800,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,16.028,15.1623,-0.0801028,-0.106516,0.7929,0.999983,no
19:42051553-42093197,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,1.50577,2.82244,0.906437,0.227209,0.2661,0.999983,no
17:2496503-2588909,AMD Peripheral RPE-Choroid,Normal Peripheral RPE-Choroid,OK,49.8426,43.9669,-0.180961,-0.152574,0.5723,0.999983,no
